"구분(1)",1999,1999,1999,1999,1999,1999,1999,1999,2000,2000,2000,2000,2000,2000,2000,2000,2001,2001,2001,2001,2001,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
"경기도",153664354,4641231,7065204,2603734,53189,127564210,11302614,434172,152330937,4663926,7068438,2610586,73489,128663181,8756170,495148,145659068,4690337,7135601,2367908,76350,123349907,7433658,605307,144228657,4174386,7718366,2147927,73544,120222168,9243350,648916,143889206,4777311,7350136,1902880,73591,119375918,9685981,723389,147335574,4364342,7124688,1545414,65479,123724150,9897405,614096,138116391,4792545,9624048,2395716,51874,111785450,8858110,608648,141780201,4549708,8662966,1886084,77739,117200660,8777467,625577,148018853,5055567,7573969,2099309,96800,110008588,21029880,672505,1482236,127037376,5485377,7990211,1110809,97715,98088113,11900498,741853,1622800,141080368,5050605,8525682,1880188,99175,109477049,14163387,314296,1569987,130941839,6510780,9093533,2171971,92422,100119971,11305431,260528,1387203,121171139,6983377,7857119,2165517,127622,89614979,12660824,271017,1490685,119093484,8357028,7696566,2244761,95069,84815798,12788533,1582349,1513379,120438402,9078652,8670602,3087239,101434,81036342,16773761,341685,1348688,97588595,7196711,13517464,2102368,124599,59360705,13482132,358230,1446385,129419726,10885955,12785109,2076880,116928,53270540,22637653,322877,1669346,25654438,136681378,13824063,12172017,2177541,136879,52797273,26872467,401617,1571035,26728485,132684806,16214571,11471812,2290676,116318,51659482,23474860,430315,1534718,25492054,126981470,18518081,10887315,2443492,120084,48129522,20876423,440691,1454599,24111264,115018438,17879486,8976034,2290959,111760,40049314,20365246,463371,1458910,23423357,109728416,17707698,7967026,2177558,106455,35276236,21260644,556202,1401148,23275450,107100208,20097125,7904012,2350693,93501,31924320,19296492,511253,1233469,23689343
"강원도",34271959,651767,5425589,964588,1331,25444992,1764580,19112,33897866,727863,5703009,1100288,3994,24689747,1654314,18652,32506194,716922,6414340,1034816,3994,22666905,1655160,14057,31514547,630708,6215738,1235682,2662,21694436,1719995,15326,31147875,666712,6050901,1307162,2662,20967297,2129009,24131,31841578,574915,6388161,1362094,-,21228534,2238079,49795,29120961,567225,8012192,1064057,1957,17436936,2019550,19044,31245252,576071,8973837,1035943,-,18235520,2403090,20791,32467966,773803,8739253,1196515,174,17060467,4289481,23582,384692,29757219,719928,9957119,1656675,268,15115715,1863060,48342,396110,32995440,790616,9188927,1679876,337,18390476,2474285,25672,445253,32127144,1132642,8820226,1742372,538,16647346,3266940,24935,492145,30617933,1800753,8367178,2171989,810,15495155,2216047,52491,513509,29179325,1737417,8743102,993713,980,14847268,2433183,43551,380112,28473993,1815575,8789095,987357,776,13649320,2879624,26817,325430,24443887,1217331,9448526,1010805,783,9699364,2677484,36887,352706,45416977,922104,8673905,912300,1030,8768388,3210763,32923,703986,22191579,47854923,1106012,7573216,819624,684,8636905,7477735,29670,415756,21795321,48857041,2541414,6647886,779074,-,8630029,7338826,27644,2037704,20854464,46488194,3817166,5844800,708140,-,7402442,7557139,34459,1281897,19842152,47347824,3155090,4321975,729305,128,6265156,7217487,35713,4523822,21099147,41561108,2823571,3559933,656520,1,5350035,7702561,40483,585526,20842479,41312369,3155528,3260131,710120,-,4620587,7569018,44336,391826,21560823
"충청북도",37881702,1090,3551282,1071836,-,30984727,2210356,62411,39050098,8061,4582535,937306,93,31040332,2418063,63707,35326400,16578,5060166,1009715,192,26777599,2391943,70208,34276266,26754,5301429,930775,179,25431088,2461407,124634,34401588,31496,6012962,913133,-,25085930,2244645,113422,35832309,36532,6985652,745602,-,25233063,2736656,94805,33932270,44127,9898879,869972,-,20684161,2364965,70165,36555239,43296,11419878,832441,-,21432406,2744970,82248,34188482,47080,9594765,974492,741,19922358,3402165,102414,144467,31434204,49268,9949502,947026,10018,18068482,2051032,82579,276298,35333572,45661,8563921,923165,14012,22701285,2748865,90152,246511,34795970,47055,8771076,1085102,37558,21050103,3511869,85626,207581,32186536,47359,8784863,1052520,4567,19168537,2766432,138880,223378,32044297,49598,8672858,1119104,4406,18704855,3136764,147274,209437,31459936,49800,9529568,985172,5284,17267717,3285192,130898,206304,22936418,41261,6431505,1085278,5548,12106460,2920842,147240,198284,48418460,39460,5891156,1100496,5900,10853050,3199219,133274,214204,26981702,48197748,48591,5158890,1080274,3834,10932466,3272375,187119,314840,27199360,45867922,49135,4566237,1055126,-,9996821,3357186,159818,242585,26441013,42366347,57910,3768855,1058429,-,8993738,3169123,162029,211841,24944421,39672827,58025,2789187,1116791,826,7560751,2891393,156868,242964,24856021,37163027,64994,2288217,1079959,3,6472682,2786072,178639,232068,24060393,36566069,67859,2080155,1168499,-,5902118,2239505,165585,313030,24629318
"충청남도",44431869,4414571,2695816,1006084,1695180,31250853,3292070,77295,50222796,5014051,2718360,1030697,1691791,36353114,3357477,57306,38671217,5876717,2244702,1061465,1679371,24465943,3273057,69962,39723379,7314755,2115824,950427,1202198,24371401,3665072,103701,40552753,7556486,2366661,1126345,1182808,24472570,3740509,107374,44087214,8659534,2891614,1481530,1328687,25128800,4490738,106311,40903896,9395879,4125187,916406,1457000,21565168,3338401,105855,46299320,10482876,5258967,944671,1597433,23433472,4451081,130821,44292748,8919339,4335876,1148804,1520968,22460008,5401521,98774,407459,43531899,10483362,4694607,875639,1610527,21575527,3757591,95633,439013,53971229,12514378,4108243,1749532,1533193,28452218,5108483,64564,440617,52198147,11812915,4088055,1640867,1936211,27447128,4785692,42444,444835,52307334,14046760,3927897,1566108,2464033,25246257,4504375,75891,476015,52007913,14427831,3954809,2304697,2678022,23543515,4568395,55868,474778,52430089,14825062,4378051,2474917,2556660,21829258,5890134,57618,418389,51679402,13571283,3991407,2131781,2773333,15724330,12979169,77714,430386,64994870,11202572,3678279,1768055,2920602,14249741,5815137,91290,455673,24813519,65348386,11437426,3316912,1963706,3103196,13881608,6530477,72597,422277,24620188,66114157,13539231,3020143,1843458,3088413,13468074,6488150,112066,435329,24119292,63728613,13326637,2725185,2166468,3299673,12017395,8231467,95643,391833,21474311,62617953,12620559,2157602,2471481,3563521,10311008,8269082,93073,331330,22800298,58979028,11581624,1874702,2715424,3273443,8666223,7936358,119372,314573,22497308,60527948,12190975,1772201,3042732,3553186,7728656,7936818,133759,357793,23811828
"전라북도",39450484,106574,2919627,624680,60859,33218263,2364191,156291,37580988,105761,2694048,663330,79551,31494917,2385669,157712,33766965,94594,2490331,628970,72004,28192907,2220648,67511,32813280,91614,2143701,669764,96879,27475884,2247402,88035,31462341,92926,2067027,705812,70757,26047872,2380564,97383,32546980,25885,2450065,635869,92954,27403928,1793823,144457,29714627,25930,2779501,744642,86211,24290626,1711035,76681,32324078,27005,3134786,679578,62063,25812962,2500745,106940,29594853,29121,2757439,740337,65142,22628916,3006320,88760,278820,25832057,97841,2994324,403978,82268,19618945,2207696,119296,307710,32302570,131551,2824405,543337,54134,24903484,3434753,42952,367955,31441585,838304,2779796,636842,69187,23157386,3670285,41350,248435,29872169,1486489,2675138,1302264,74083,20542752,3501683,52583,237176,29321974,1707173,2500837,694854,31125,20030422,4061795,61549,234220,27608883,1676475,2700375,677920,61273,18440374,3726044,75486,250935,22323161,1463095,2870505,723792,65228,13181059,3650285,115535,253661,40372556,938753,2723642,667956,68238,11360972,3725330,107190,296276,20484200,43294114,1099506,2506694,684432,66043,11098560,4693299,112357,296663,22736561,41714079,748989,2326331,676279,54828,10547872,5148476,92000,297905,21821399,38821373,1113444,2115447,750710,53828,9257501,4799704,108087,310203,20312449,38816339,1373341,1704175,693348,58530,7772955,5102120,109143,325136,21677589,36067221,1189566,1504438,643054,51654,6611155,5132022,124963,334720,20475649,33508084,1361824,1403936,765750,53640,5875898,4483962,137873,317172,19108030
"전라남도",47668516,777531,2628074,606130,7147675,32543750,3915177,50179,47133115,999351,2667556,622679,7108563,31871675,3803172,60120,40832414,1121431,2420084,572518,7073144,25855694,3739771,49772,40813846,924972,2290298,1313246,7379870,24828835,4027427,49198,39868761,871365,2044254,1111968,7499990,24441370,3856409,43405,37841984,1235188,1988293,696058,4940136,25445285,3464724,72299,35274474,1351888,2313724,924682,5460721,21810960,3335684,76814,37401089,2103828,2308268,659221,5496958,22652207,4126299,54308,36225328,1689875,2158119,1694899,4898811,20493187,4828280,50722,411433,33054438,1510956,2066991,1858786,4952553,18347999,3813043,73862,430248,40274945,1633438,1439045,1744236,5347883,24654993,5024215,64337,366799,40760391,1999949,1516304,1821792,6213555,23202283,5668220,57485,280801,39534929,2087878,1451708,2162120,6633453,20660519,5536919,644106,358227,38494537,2177661,1433448,1908574,6350888,20119931,5607213,523747,373076,37694458,2610018,1429345,2575927,6261273,18116411,5772322,511726,417435,34003081,4146281,2603145,2436081,6305172,11899413,6092642,93967,426381,65661728,5659206,2471739,2137606,6579774,10731056,6339520,75261,411516,31256050,67747318,5493046,2280602,1954866,6631042,10610579,11324338,109700,367307,28975837,69027177,6231748,2210836,1849170,6781732,10350376,13670997,102142,446703,27383472,67452441,6859723,2017542,2025101,6795264,9191276,13858660,95271,400651,26208953,66985911,5934084,1743324,2493949,6632027,7774348,14997132,87232,412079,26911735,64540534,5304443,1564091,2430049,6332082,6631305,15234335,166941,379134,26498153,64187201,5737517,1495289,2189661,6380120,6018826,15058718,156956,393172,26756944
"경상북도",64463678,178933,5347156,1339326,3167792,49528272,4768320,133878,63083565,192886,6290333,1414476,2325185,47887238,4860325,113122,56370643,206295,7179784,1496241,2062311,40527349,4813342,85319,54152100,134950,7270569,1563180,1654269,38680317,4786326,62488,54902576,130771,7791092,1261291,2435220,38248667,4961070,74465,55695646,138149,9255192,1399342,2161117,38718484,3955974,67388,55187481,151289,13144683,1705468,1957711,34269654,3893491,65184,61120951,126697,15412172,1443938,1892402,36608211,5534820,102711,58729506,129352,14141781,1735679,2818267,33601240,5750879,62984,489324,56355272,136052,15726079,1767922,2524727,31052382,4510500,96764,540847,66267445,129677,13411541,1545558,1443662,41219119,7658236,66948,792705,62829379,144524,13652819,1772836,1727467,37308996,7542993,73616,606128,59615501,148402,14255871,2116928,1721209,34542703,5192388,103745,1534256,58673736,152189,14024876,2450591,2112071,33542126,5868306,87821,435754,56979869,192959,14286576,2545327,1792411,30780020,6721604,88064,572907,47142760,964825,12348859,2394450,1935546,22333743,6596642,84816,483880,94249353,761387,11281067,2613513,2011186,20468235,7205597,80757,506041,49321570,97589986,879184,9865468,2050790,2126275,19928085,12408287,103525,636160,49592211,93031680,583251,8665379,2109419,1992306,19132523,12083903,110979,636536,47717386,89935313,805384,7549998,2148299,2033563,16744056,13255965,98033,549136,46750878,85092250,696444,5614613,2158054,2032915,14312067,12721631,162429,507519,46886578,85269563,621929,4607777,2225333,1873477,12024370,13516798,195092,3320303,46884485,83615889,656964,4271805,2154869,1900754,10931187,13251368,159160,1056088,49233693
"경상남도",53770091,3216398,2296311,901043,3499,44104479,3178401,69961,54093439,3845651,2192857,890097,3030,43326026,3712152,123626,52556110,4313982,2059697,880800,3440,41362478,3817636,118078,51996534,4386024,1941328,838695,3519,40604334,4052435,170198,51637221,4570017,1952146,1180554,7779,40058642,3691766,176318,49800539,4655510,2004695,668150,3444,38920952,3378336,169454,48179739,4684034,2541546,844373,3068,36230864,3723002,152851,51591731,4685208,2901585,1021986,3984,37892722,4915039,171207,51174728,4901971,2590697,811848,901,36186965,5842203,201362,638781,46089407,4593555,3037378,746252,1885,33608161,3361004,201774,539399,55053536,5555809,2846270,884005,6785,40457476,4561102,80730,661359,52233032,6086690,2701028,1025497,7812,37251937,4557490,92080,510498,50822971,6220213,2426782,1008418,8100,34916995,5526977,92318,623169,51342697,6609281,2621221,1173331,34595,33949123,6293399,122039,539709,47055379,6171039,2702613,1012335,8389,30568820,5951543,95611,545028,39337751,5787560,3043329,942580,8119,22623650,6257113,127742,547658,54947931,5696927,2876011,852764,9033,20058714,5469162,116794,601147,19267378,63349439,5873491,2703450,828841,7366,19420319,14273996,133018,560801,19548157,61220998,5566794,2554665,888526,4126,18264627,13422438,161851,625861,19732110,58223696,5348688,2342843,1048950,-,16032357,12785802,186163,529124,19949769,54256663,4775719,1973265,821617,442,13499589,13166530,218740,489045,19311716,51287193,3311665,1823537,721864,2,11492270,14137945,162975,508048,19128886,50349340,4104827,1795598,736287,5109,10270412,14541316,150956,505006,18239828
"제주특별자치도",10971963,855956,400594,18694,-,8715690,978543,2487,10177489,740255,355552,9150,47,8017179,1052918,2388,9753025,901775,365820,12403,-,7477798,993436,1793,9809243,940849,326832,10713,179,7402431,1122887,5354,9362607,943068,276866,13060,-,6819306,1283641,26666,9213425,997967,219608,11702,-,6938132,1016634,29381,9264074,1448339,161135,11093,-,6696961,912874,33672,7566331,1719922,87701,6551,-,4741243,968503,42411,9656205,1484399,119394,8553,48,6132748,1787649,41557,81857,8372510,1229348,110471,9266,78,5224069,1643319,57674,98285,9899053,1723714,118944,7107,59,6279470,1632327,17580,119852,9750911,1796823,162615,6362,169,5691634,1970219,20931,102157,11323780,2085262,126962,6273,178,5439879,3523621,23983,117622,9906962,1751913,109257,6459,240,5584158,2325631,25847,103457,9918769,1735284,109868,6158,228,5350356,2579747,25124,112004,9559571,1393499,97621,5185,179,5179030,2773911,22858,87287,12013058,1287199,109264,9888,1264,5282457,3130623,21652,89815,2080898,23347080,1072114,135436,5602,245,5771331,13981255,54149,85354,2241594,22767115,855153,141478,4111,-,5407335,13965905,50767,111674,2230694,22886027,900203,149281,2974,-,4919177,14696683,53903,94573,2069233,22855281,918950,132470,3288,48,4144648,15321843,68622,90261,2175152,22957165,775500,202523,2955,0,3584881,16041656,42853,79231,2227566,23120599,951913,242643,2962,-,3271605,16334365,29083,80893,2207135
"바다",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44233934,-,-,-,-,-,44233934,-,-,45850100,-,-,-,-,-,45850100,-,-,-,44792754,-,-,-,-,-,44792754,-,-,-,46613482,-,-,-,-,-,46613482,-,-,-,45327175,-,-,-,-,-,45327175,-,-,-,47332678,-,-,-,-,-,47332678,-,-,-,47036312,-,-,-,-,-,47036312,-,-,-,47224123,-,-,-,-,-,47224123,-,-,-
"수도권",381325646,9991861,20084416,3595744,743516,329135141,17196262,578705,393422623,9906394,19471339,3665967,1045572,342501499,16161180,670672,383022550,10312094,18871995,3893242,966022,332788833,15384302,806062,363254529,10095990,18244220,3592999,505057,309794361,20121095,900807,355806825,10221338,17304024,3074249,666881,302406848,21110226,1023259,357183216,10877592,17929371,2424519,587925,305593493,18876022,894293,345207829,12574773,23609430,3758844,750866,284497422,19099540,916953,352248057,13489321,23297853,3421624,847189,295312875,14859014,1020181,349169682,15851700,21335989,3433907,1109097,255652990,47920142,1134222,2731635,289314162,15719915,21524686,1998800,672131,224671405,20478109,1295852,2953263,331213283,15164044,23974000,2771795,683025,261895903,23459889,465564,2799064,306562996,19954424,24843143,3097220,644860,232085249,23025990,406905,2505206,275971121,21216221,22813510,3185033,705058,201394700,23560289,506521,2589789,265340257,24027182,22215571,3188988,714060,186820217,23871860,1892626,2609752,264937991,26435002,27764679,4183478,583631,173426505,29568309,553457,2422930,196993957,21632794,25381895,3151137,1016108,117451951,25146041,626684,2587348,222015060,22410284,24442412,2938241,1012050,100992902,38387946,522583,2839284,28469359,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"수도권 대기관리권역",364689617,9972392,19443979,3411358,700829,314664593,15934906,561560,376050544,9831424,18822611,3441563,979792,327560204,14752578,662371,366960997,10229240,18195270,3671007,906254,318492331,14670053,796840,347000699,10095990,17520055,3368572,439386,295444965,19234631,897099,338914628,10221338,16612100,2848118,606086,287389344,20220355,1017287,341383516,10877592,17272057,2234197,536865,291807109,17773220,882475,331398891,12574773,22795334,3446059,703219,272873710,18102261,903535,335915083,12452937,22585797,3125514,783676,282393355,13590263,983541,331699501,15851700,19230975,3092157,1032530,243798287,45130991,1104735,2458126,273497226,15719915,19216866,1642223,590064,213760617,18651712,1268746,2647084,312747398,15164044,21886393,2490556,597915,248137251,21527439,441331,2502469,291116803,19954424,24028631,2763429,571590,220344036,20861425,395595,2197673,262465050,21216221,22037951,2872851,628306,190551533,22328651,489343,2340196,251747991,24027182,21465688,2808541,642642,176597714,22004115,1869362,2332747,250145045,26435002,26933948,3837234,507280,162102163,27622152,517780,2189487,183043243,21632794,22565106,2919740,936546,108893069,23182448,601621,2311919,195671642,20792713,21815576,2674332,925672,92943718,36160402,489358,2411985,17457887,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"부산 대기관리 규제지역",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22200173,1612014,2443548,522302,1575,11395440,5310477,25437,307823,581557,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"대구 대기관리 규제지역",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17985221,776484,2822354,271929,994,11349976,1369790,22343,238598,1132753,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"광양 특별 대책지역",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19914215,5657507,568261,1889547,6579311,2434454,459052,19514,78966,2227602,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
